# optimizer, run, epoch, accuracy
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,5.139372822299651489e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,4.849012775842044221e+01
0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,5.139372822299651489e+01
0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.139372822299651489e+01
0.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,5.142276422764227561e+01
0.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,4.860627177700348511e+01
0.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,5.139372822299651489e+01
0.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,4.860627177700348511e+01
0.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,4.860627177700348511e+01
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,4.860627177700348511e+01
1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,4.860627177700348511e+01
1.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,4.860627177700348511e+01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.872241579558652802e+01
1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,4.860627177700348511e+01
1.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,5.139372822299651489e+01
1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,4.860627177700348511e+01
1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,5.139372822299651489e+01
1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,5.139372822299651489e+01
2.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,4.860627177700348511e+01
2.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,4.860627177700348511e+01
2.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,4.860627177700348511e+01
2.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.139372822299651489e+01
2.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+00,5.139372822299651489e+01
2.000000000000000000e+00,1.000000000000000000e+00,3.000000000000000000e+00,5.139372822299651489e+01
2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,5.139372822299651489e+01
2.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+00,5.139372822299651489e+01
2.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,5.139372822299651489e+01
